product,quantity,price,date,region
Strawberries,13,5.613124795678312,2023-06-18,West
Pineapples,9,5.700897324667231,2023-07-24,West
Bananas,4,5.686322105754633,2023-05-24,South
Apples,6,1.369118919335806,2023-07-28,East
Oranges,18,2.535805916849374,2023-02-25,North
Oranges,8,4.157889587343899,2023-06-12,North
Apples,5,8.634015470722836,2023-05-06,North
Strawberries,15,9.046181715977454,2023-08-10,East
Mangoes,18,6.836247283470942,2023-05-23,East
Grapes,12,3.134779580909412,2023-10-23,West
Apples,1,5.805155285772334,2023-10-04,West
Oranges,14,8.267031532190598,2023-03-22,South
Mangoes,17,7.912369756471768,2023-08-03,South
Bananas,3,5.048153736689635,2023-06-17,North
Strawberries,14,2.7666367009098907,2023-01-12,North
Bananas,11,5.150907605068796,2023-01-07,South
Bananas,10,6.016542899474578,2023-07-17,North
Pineapples,2,5.461648727140862,2023-12-08,West
Mangoes,13,5.141897365498065,2023-11-13,East
Strawberries,8,1.759387457291512,2023-11-01,West
Bananas,12,1.8171733048501233,2023-01-30,West
Pineapples,11,6.220805881819454,2023-02-19,West
Strawberries,18,1.2567393093735624,2023-03-09,West
Bananas,1,2.3275184123460297,2023-03-20,West
Strawberries,12,6.666240881853417,2023-12-13,North
Oranges,17,3.611945797976563,2023-08-03,West
Apples,5,8.803651393820314,2023-10-10,North
Bananas,9,1.4099999086577364,2023-10-23,North
Mangoes,8,7.806412155903942,2023-03-03,South
Bananas,11,9.442110959456494,2023-03-02,West
Grapes,13,3.9695634540804434,2023-08-30,South
Oranges,2,2.7862294339566134,2023-06-20,West
Apples,9,7.198143708489971,2023-12-12,East
Oranges,7,5.052305521098629,2023-09-05,North
Pineapples,15,6.649542586308689,2023-12-28,South
Strawberries,16,8.201685093959437,2023-06-21,West
Strawberries,13,3.9567247873543883,2023-09-13,East
Oranges,8,4.306943948682434,2023-09-17,South
Oranges,19,2.6749274981297964,2023-09-24,West
Grapes,20,5.04482233043547,2023-07-16,East
Apples,7,9.89792487424684,2023-09-15,East
Oranges,6,8.41480669642839,2023-02-19,North
Mangoes,15,1.6421160862654356,2023-06-19,North
Oranges,4,8.093681070579997,2023-03-25,South
Oranges,2,7.267569248058818,2023-07-11,North
Mangoes,6,6.137113148262901,2023-04-01,East
Mangoes,3,3.9807867601745492,2023-02-14,West
Apples,6,3.5762135761601077,2023-10-03,East
Bananas,9,7.515959974359048,2023-09-20,North
Oranges,10,2.8615963851291957,2023-07-16,West
Mangoes,19,2.2082576162046745,2023-09-17,West
Grapes,5,2.8033311135488503,2023-09-19,North
Bananas,18,7.610157281392727,2023-09-16,East
Pineapples,16,2.579302534829079,2023-02-06,East
Mangoes,18,4.9504576233339215,2023-11-15,East
Pineapples,15,6.088724019427286,2023-01-01,North
Oranges,3,4.231824823196368,2023-03-11,South
Oranges,4,8.431808840793526,2023-03-23,East
Mangoes,19,5.778919700397648,2023-12-21,North
Mangoes,13,9.794124965085942,2023-11-20,North
Grapes,3,2.4295909359463534,2023-05-09,South
Mangoes,14,4.20943413451078,2023-04-28,South
Bananas,20,6.465427212424855,2023-06-12,East
Strawberries,8,9.176697444459332,2023-11-01,South
Bananas,7,6.424596988017507,2023-12-08,South
Apples,12,4.0671174356352555,2023-11-14,West
Strawberries,12,2.174530493903674,2023-01-28,East
Strawberries,15,3.9316416250713706,2023-03-20,East
Pineapples,18,1.073209067422231,2023-04-24,North
Bananas,4,2.961438423061676,2023-11-22,West
Pineapples,6,6.734840679695119,2023-07-22,West
Strawberries,2,5.448447242718551,2023-06-20,East
Oranges,15,1.7226163823526561,2023-07-25,North
Bananas,6,9.131622787540854,2023-06-20,North
Bananas,10,7.219931408433068,2023-08-17,South
Apples,4,8.53004564928491,2023-07-28,South
Mangoes,6,4.368729765231066,2023-07-11,North
Oranges,14,5.6783788472680286,2023-05-21,North
Mangoes,5,8.484814786973686,2023-04-03,North
Bananas,8,5.285585717652045,2023-03-27,West
Pineapples,8,6.4245402732226236,2023-01-07,North
Apples,18,1.1815037950694856,2023-12-24,East
Bananas,6,1.2851607917182215,2023-10-08,South
Pineapples,5,1.284305464838425,2023-09-18,North
Oranges,7,5.357013568163053,2023-08-12,North
Strawberries,5,4.428601607401703,2023-09-28,North
Bananas,8,3.006934201888994,2023-10-11,West
Grapes,20,1.8932281013971446,2023-07-26,South
Grapes,2,9.777759957036926,2023-12-24,West
Pineapples,8,3.3451064946634768,2023-01-08,East
Bananas,6,5.589286594261737,2023-04-07,West
Strawberries,10,2.430213627544585,2023-01-19,East
Oranges,6,4.615986237385221,2023-01-07,North
Strawberries,11,3.5272449552706626,2023-06-05,South
Strawberries,9,3.7022206371028954,2023-03-26,East
Apples,7,9.41780062366621,2023-01-14,South
Oranges,18,4.755860370035769,2023-06-09,North
Bananas,8,5.931759171372851,2023-03-21,West
Mangoes,19,5.50546887141988,2023-10-11,South
Oranges,6,9.664785609381166,2023-02-02,South
Pineapples,1,9.404701390707459,2023-06-20,North
Pineapples,15,9.794968156884268,2023-02-11,North
Pineapples,18,8.436213688108545,2023-09-02,North
Grapes,4,9.747971846776128,2023-05-03,North
Pineapples,5,3.357605306881992,2023-06-06,East
Strawberries,12,9.17101126506616,2023-05-12,South
Pineapples,10,8.05915655474876,2023-10-08,East
Strawberries,20,4.929602903983153,2023-10-15,South
Grapes,11,6.39046783694703,2023-07-19,West
Grapes,10,1.2988279319844185,2023-09-06,North
Bananas,11,3.6154082287882336,2023-03-25,East
Oranges,10,6.921669737402332,2023-12-07,South
Grapes,1,1.8403268122897019,2023-11-15,North
Grapes,20,1.2725049638726655,2023-10-02,North
Strawberries,20,7.641247480047445,2023-01-27,West
Strawberries,10,4.907675716451733,2023-01-28,East
Apples,13,5.298542419257645,2023-10-10,West
Grapes,6,6.683678891559326,2023-10-18,North
Bananas,6,8.224716702408095,2023-01-13,East
Pineapples,6,8.759827450948485,2023-01-05,East
Grapes,11,8.768256996202464,2023-06-02,East
Apples,9,5.2290551600756645,2023-11-04,West
Grapes,13,2.5002593600323086,2023-12-09,West
Grapes,14,2.8984079678541903,2023-12-14,West
Pineapples,11,8.59643816661817,2023-02-16,South
Mangoes,13,3.190202052047224,2023-01-22,South
Pineapples,1,9.865112088594636,2023-02-05,West
Apples,10,1.6230859403857025,2023-10-20,North
Apples,7,6.677039649609056,2023-11-02,West
Bananas,20,4.109203142766763,2023-03-04,South
Grapes,8,6.243290333909846,2023-02-04,North
Oranges,4,4.380967234965841,2023-12-24,South
Oranges,4,9.591258810613622,2023-06-06,East
Pineapples,9,6.159180110277716,2023-05-08,South
Bananas,12,5.260859983058642,2023-07-11,East
Strawberries,11,1.437230336662985,2023-10-16,South
Bananas,18,9.715117892860633,2023-11-18,West
Oranges,10,9.990564684723381,2023-06-23,West
Pineapples,14,8.37032605517997,2023-07-19,East
Strawberries,3,9.759004109480893,2023-01-18,East
Grapes,16,3.369156028538186,2023-04-01,South
Strawberries,6,9.766217766631778,2023-12-16,North
Mangoes,6,7.365699442526528,2023-11-22,East
Oranges,5,5.8724068277541,2023-01-16,West
Mangoes,3,3.5507162874007117,2023-10-20,North
Pineapples,13,1.7944475772268986,2023-07-28,North
Apples,10,4.107266492756684,2023-11-05,West
Strawberries,6,9.098261892809125,2023-02-12,South
Apples,1,4.953222202431861,2023-05-20,East
Grapes,15,7.050669324629572,2023-07-10,North
Apples,10,4.845260616212656,2023-09-05,West
Strawberries,1,1.3242073860356376,2023-03-28,West
Strawberries,3,7.047599275311751,2023-06-28,West
Grapes,12,4.8978351902263695,2023-07-26,West
Mangoes,11,1.7998882374278153,2023-10-20,East
Bananas,12,1.4950761947967304,2023-08-18,East
Pineapples,8,9.169635445519807,2023-02-27,North
Apples,14,2.486834498910085,2023-02-25,South
Mangoes,20,7.976662259018785,2023-06-18,South
Apples,3,3.847046415102394,2023-03-29,South
Apples,8,5.600285824893596,2023-01-27,East
Bananas,1,3.2559599486232784,2023-05-03,West
Apples,7,9.635688524631341,2023-08-26,East
Pineapples,9,6.0712640983118025,2023-07-01,West
Apples,11,2.3967715839941506,2023-10-15,West
Strawberries,7,6.4533494109826695,2023-01-30,South
Bananas,6,6.904189527406217,2023-05-09,East
Apples,8,9.368703014316772,2023-08-17,North
Mangoes,2,7.781282693755589,2023-03-26,East
Mangoes,5,6.320189245355915,2023-03-18,South
Bananas,6,4.824424232428364,2023-07-31,West
Grapes,11,1.0195144722524851,2023-02-20,North
Bananas,3,8.08792042983955,2023-01-05,West
Strawberries,20,6.26465883707559,2023-09-06,South
Bananas,5,1.8829643037099206,2023-04-27,North
Grapes,12,5.315528085878027,2023-06-10,West
Grapes,2,3.0124487072991433,2023-12-07,North
Mangoes,11,5.561531633914852,2023-08-27,East
Apples,18,8.368565263276448,2023-05-06,East
Mangoes,5,9.05717131145622,2023-12-17,East
Pineapples,18,7.972739132709552,2023-05-16,South
Mangoes,1,4.965328657747477,2023-09-19,East
Apples,5,2.272023194044238,2023-05-23,South
Strawberries,6,8.492567076375039,2023-08-29,South
Bananas,1,3.8756865578248245,2023-11-07,East
Grapes,8,5.297138310024664,2023-03-25,West
Oranges,6,9.348902685665793,2023-12-03,East
Bananas,20,7.232039555858661,2023-04-12,East
Bananas,15,2.9723246548569944,2023-03-02,East
Mangoes,12,4.78797499395541,2023-09-20,South
Grapes,16,6.725416595963584,2023-07-18,West
Oranges,18,4.671089714821221,2023-06-10,West
Pineapples,3,9.091640115030591,2023-05-18,North
Grapes,11,9.080943156459224,2023-05-05,North
Grapes,20,2.900258559356945,2023-02-23,South
Pineapples,13,9.152411061716293,2023-03-01,North
Grapes,19,4.148917063054136,2023-10-15,South
Strawberries,10,2.6744389919877944,2023-03-04,South
Apples,9,7.763932572811166,2023-04-04,East
Oranges,2,7.502208562683248,2023-04-15,South
Mangoes,10,3.2474923619287233,2023-07-12,South
Oranges,11,8.497257589001848,2023-03-05,North
Strawberries,15,2.4389031387742017,2023-07-07,East
Oranges,8,2.8674537363635673,2023-12-30,East
Bananas,18,7.379267149754347,2023-08-29,East
Strawberries,5,1.6635089935417486,2023-03-26,South
Strawberries,12,6.783317736213145,2023-11-27,North
Apples,13,2.4470734525776265,2023-05-11,South
Pineapples,13,8.035558946637758,2023-05-04,East
Pineapples,14,1.9379905075802686,2023-03-26,North
Apples,10,3.345824843462905,2023-09-16,South
Mangoes,17,9.383631719373573,2023-12-15,North
Grapes,4,8.575796597055941,2023-01-07,North
Strawberries,10,8.91968970148439,2023-01-27,South
Pineapples,12,4.781370357446142,2023-09-16,South
Apples,3,3.5120739251808506,2023-07-13,South
Apples,7,9.321816488336271,2023-09-28,East
Pineapples,7,7.047732850480703,2023-04-23,North
Mangoes,15,2.9511707581738893,2023-12-07,East
Apples,12,7.913019621301198,2023-12-13,North
Strawberries,8,5.112188296610305,2023-10-15,North
Mangoes,4,7.100979311023333,2023-09-11,West
Apples,12,7.7414751494646055,2023-11-22,North
Apples,18,8.293919043302246,2023-05-09,North
Bananas,13,9.370674059936663,2023-01-04,East
Mangoes,17,8.904347020281463,2023-07-11,West
Strawberries,17,7.495635476682775,2023-08-11,North
Strawberries,13,7.861317130335163,2023-10-23,West
Strawberries,8,7.463165601028552,2023-07-09,South
Mangoes,11,2.7962089715477445,2023-01-18,West
Bananas,11,4.2431501054299545,2023-05-28,West
Mangoes,9,9.942035913456305,2023-11-06,East
Strawberries,7,9.564583312679932,2023-08-01,West
Oranges,1,5.570555451825151,2023-05-20,East
Grapes,14,8.653324517367654,2023-04-20,West
Pineapples,11,2.8205767542854803,2023-06-19,South
Pineapples,15,9.940711994185769,2023-11-02,South
Mangoes,10,8.322305924392587,2023-11-22,North
Mangoes,3,6.0203142538236705,2023-10-31,South
Oranges,3,3.8387970750222764,2023-01-02,North
Pineapples,13,5.131603741437917,2023-03-12,North
Oranges,9,5.041949853056072,2023-05-20,East
Mangoes,17,1.279397718018453,2023-05-18,North
Pineapples,5,2.9886954249647504,2023-06-02,South
Strawberries,5,9.36687329065032,2023-08-26,West
Grapes,6,9.580413330713705,2023-11-29,South
Strawberries,15,2.7862575543610504,2023-01-10,East
Apples,2,8.787337176572475,2023-06-03,North
Grapes,3,2.281000884184982,2023-07-09,East
Oranges,11,2.0239778993267166,2023-10-26,North
Grapes,13,3.4824142539632525,2023-10-22,East
Bananas,16,3.737152801127372,2023-08-28,East
Apples,12,5.061683941876759,2023-06-17,East
Pineapples,10,8.004432225471692,2023-10-14,South
Pineapples,8,8.425859830864184,2023-12-01,North
Bananas,13,9.380671045450454,2023-12-21,East
Mangoes,12,3.5361763541324613,2023-05-03,North
Mangoes,11,3.8330261053283023,2023-08-11,West
Bananas,5,7.250776748022089,2023-01-02,East
Pineapples,11,3.2669660363131485,2023-11-23,West
Mangoes,4,2.2264785773322586,2023-05-13,South
Strawberries,20,7.235889014125577,2023-09-24,South
Oranges,17,5.362738782541772,2023-12-23,West
Apples,15,1.8696872725909506,2023-07-02,North
Grapes,8,5.727437844495127,2023-10-12,East
Mangoes,19,2.062020454750903,2023-01-21,East
Grapes,2,8.257248509562864,2023-02-19,North
Oranges,9,2.2979024588057184,2023-08-01,North
Mangoes,11,7.750191653458745,2023-07-11,East
Apples,20,1.2310051385907674,2023-12-03,North
Pineapples,17,3.0870639486515943,2023-02-05,South
Bananas,11,2.907852107072223,2023-04-22,West
Grapes,20,2.775963874991143,2023-08-28,East
Strawberries,7,8.40917692776885,2023-03-04,West
Apples,9,3.370371714700331,2023-10-10,North
Apples,7,8.978786378736114,2023-02-22,South
Apples,4,9.512576653729107,2023-02-17,East
Mangoes,6,1.3588335959599984,2023-07-16,North
Oranges,10,7.746710058166056,2023-09-27,North
Strawberries,19,7.824324836275119,2023-10-28,East
Strawberries,8,6.599318345462807,2023-04-17,North
Apples,15,5.150350867025322,2023-12-29,North
Mangoes,6,2.18404965399425,2023-02-21,East
Strawberries,8,8.201739542878515,2023-08-22,South
Strawberries,6,9.457542099094455,2023-04-30,South
Grapes,3,9.361843419095617,2023-05-25,North
Mangoes,6,1.1590607887985693,2023-09-09,West
Apples,6,4.762225299695399,2023-07-12,West
Strawberries,4,7.951098984425648,2023-06-04,North
Grapes,9,6.254122082072946,2023-07-28,East
Pineapples,17,2.2783130977101984,2023-02-02,East
Grapes,20,5.383589528005228,2023-10-08,South
Strawberries,20,1.871218110865847,2023-10-04,West
Pineapples,20,8.863280447544643,2023-02-25,South
Strawberries,3,6.346533455489809,2023-10-12,East
Pineapples,16,2.769990472688386,2023-07-12,North
Oranges,12,9.695378902282817,2023-09-20,North
Grapes,16,1.342787356841919,2023-10-04,North
Bananas,5,1.7638159042328674,2023-12-03,West
Oranges,14,7.642971444258895,2023-10-05,West
Strawberries,2,4.228203391526627,2023-12-22,West
Strawberries,4,8.799272077307734,2023-08-26,West
Grapes,18,8.278353111285085,2023-04-05,East
Oranges,4,5.1772782952774445,2023-03-12,North
Pineapples,1,3.15711219739371,2023-05-27,South
Oranges,20,5.974615016367371,2023-02-08,South
Grapes,18,3.4263081206195567,2023-09-25,East
Strawberries,2,7.786703321323575,2023-04-09,South
Grapes,19,9.939194796020255,2023-03-20,West
Mangoes,13,6.395681248198081,2023-06-21,South
Mangoes,3,4.865160875106569,2023-03-21,East
Apples,19,1.4851079780616938,2023-10-16,East
Mangoes,11,6.723370391894073,2023-08-02,East
Grapes,9,2.650055900496513,2023-09-01,North
Grapes,11,5.412347488682784,2023-02-24,East
Pineapples,10,4.65465686799851,2023-05-01,East
Oranges,14,4.0286175016378785,2023-07-30,East
Bananas,19,1.663271054412526,2023-10-06,North
Bananas,5,7.441394158345978,2023-03-09,East
Mangoes,3,5.349499782187419,2023-10-26,North
Apples,1,2.312961959607854,2023-04-15,South
Grapes,10,2.3072870407711683,2023-11-08,East
Oranges,20,4.897176082104609,2023-02-15,West
Mangoes,1,8.128131409645205,2023-12-09,North
Pineapples,18,2.6190252645622314,2023-09-15,West
Grapes,4,4.314180923642867,2023-10-10,West
Bananas,8,1.3767706190695759,2023-04-19,North
Bananas,2,3.2455412604896785,2023-05-25,South
Pineapples,2,6.832459637041067,2023-11-20,North
Oranges,8,3.5028421478040133,2023-04-18,North
Apples,5,9.15051394957777,2023-03-26,South
Grapes,6,2.4553385276692676,2023-05-05,West
Strawberries,19,4.300313174557088,2023-07-22,West
Pineapples,20,1.7517016034122574,2023-10-31,South
Strawberries,13,8.731637756465448,2023-08-09,East
Pineapples,10,3.3380897743831754,2023-12-15,West
Bananas,9,9.539672997156762,2023-04-16,North
Apples,9,6.00974833771917,2023-08-08,South
Oranges,20,8.782695939750715,2023-11-14,North
Strawberries,13,5.871344051905355,2023-05-16,East
Strawberries,2,8.17374206244302,2023-10-22,West
Pineapples,9,3.346226605640077,2023-05-11,South
Mangoes,10,3.2674396234518466,2023-09-09,South
Grapes,6,9.082811985635622,2023-05-14,South
Bananas,5,3.414324565592495,2023-04-08,North
Pineapples,3,5.353655245195937,2023-10-07,South
Bananas,15,8.109442623434587,2023-08-18,North
Pineapples,9,8.236076567667919,2023-08-25,East
Mangoes,11,2.0114116368578667,2023-02-26,North
Oranges,6,3.749533914693093,2023-01-06,East
Pineapples,7,7.98832052450238,2023-10-30,East
Bananas,16,1.379877557559332,2023-11-14,North
Mangoes,3,7.152931670418891,2023-05-16,North
Oranges,16,4.226874217655969,2023-05-13,North
Bananas,5,3.4972398601512413,2023-08-14,South
Mangoes,15,2.2483026444749346,2023-05-02,West
Strawberries,14,7.347176294938521,2023-01-01,North
Apples,10,7.326738679659796,2023-03-31,North
Strawberries,18,6.985512011795858,2023-04-12,West
Oranges,18,6.427388996500277,2023-04-29,South
Strawberries,1,1.9748097224975223,2023-06-30,West
Pineapples,19,3.5674630831030343,2023-10-22,East
Strawberries,6,3.4769626574545285,2023-07-02,West
Bananas,7,6.052956207615763,2023-09-23,East
Strawberries,9,4.05182412224017,2023-04-23,North
Strawberries,2,1.7455386922468363,2023-08-06,North
Grapes,17,5.836505843166204,2023-10-06,West
Pineapples,13,6.5001291795958815,2023-08-08,East
Mangoes,10,4.207947396509822,2023-10-10,North
Mangoes,17,1.747806162799035,2023-03-11,East
Pineapples,13,9.72547202063123,2023-04-13,North
Bananas,3,8.10688539463356,2023-02-28,South
Bananas,3,5.757114959366429,2023-03-07,North
Strawberries,9,5.630499852440949,2023-11-27,South
Bananas,5,5.944245521754656,2023-07-22,North
Mangoes,16,4.499193158506666,2023-05-22,South
Apples,7,2.1079446094611587,2023-05-15,North
Strawberries,1,8.819702661070284,2023-11-14,East
Pineapples,4,4.530754704169736,2023-11-11,South
Bananas,3,2.4985839090278428,2023-04-13,North
Pineapples,10,5.394600540795111,2023-08-18,West
Apples,1,9.86174985110043,2023-04-09,North
Apples,9,4.603985112395489,2023-04-26,East
Grapes,20,1.41760087835598,2023-01-26,North
Pineapples,19,8.546925955806628,2023-03-04,West
Strawberries,5,9.33273424082075,2023-08-09,West
Oranges,19,9.95683570085467,2023-09-13,East
Apples,17,4.385421967949087,2023-04-04,East
Apples,20,7.08185620371995,2023-07-03,West
Oranges,7,9.037290849888103,2023-09-24,West
Grapes,15,1.4947596170749473,2023-12-06,East
Apples,13,7.761875295960735,2023-11-07,East
Bananas,8,1.7593960731769323,2023-08-23,East
Bananas,12,1.5400969057979337,2023-09-29,West
Oranges,11,9.00319421124216,2023-01-01,East
Bananas,15,1.9075892302282822,2023-04-27,South
Pineapples,8,4.201563506547155,2023-02-05,South
Grapes,1,4.461072491951455,2023-08-02,South
Strawberries,13,2.124387842417872,2023-10-19,East
Strawberries,3,4.483090445044102,2023-12-21,South
Strawberries,14,8.295814195171515,2023-09-09,East
Bananas,20,4.755816635483993,2023-08-10,East
Oranges,8,9.068348706868807,2023-05-06,West
Grapes,19,7.143351744804295,2023-07-18,South
Mangoes,18,6.497151898945987,2023-12-01,East
Apples,10,3.6392401223393347,2023-05-12,West
Oranges,4,4.085788959328106,2023-06-21,South
Bananas,12,6.665993005710293,2023-02-08,West
Apples,10,2.460004443365606,2023-01-21,East
Grapes,19,4.8162317216617225,2023-12-22,West
Pineapples,3,2.211224692140026,2023-10-13,West
Apples,18,7.611456666424397,2023-08-09,North
Oranges,7,3.01107893324813,2023-05-14,North
Grapes,3,8.793230128773176,2023-08-09,South
Grapes,12,8.076149051888521,2023-05-27,South
Pineapples,12,2.6816215383593724,2023-01-16,North
Oranges,6,7.807481992061599,2023-09-15,West
Apples,11,7.087150845056909,2023-01-09,South
Apples,14,3.7211186587279843,2023-02-11,East
Apples,9,6.750367041155719,2023-04-14,North
Mangoes,9,8.874823985056297,2023-03-06,North
Grapes,3,4.650754525223796,2023-06-11,South
Grapes,13,7.640981865211879,2023-08-23,North
Apples,3,1.886954108712942,2023-01-23,West
Oranges,5,7.187009502554802,2023-09-08,North
Oranges,19,6.819291978846868,2023-06-12,North
Mangoes,16,1.4772655810745956,2023-11-11,South
Strawberries,16,8.533356084576578,2023-06-06,East
Strawberries,1,9.057495745355594,2023-11-23,South
Apples,3,3.9284545980581753,2023-10-16,East
Apples,12,8.487042790319624,2023-10-03,West
Strawberries,17,9.154098241574454,2023-10-02,South
